Station_ID,Group,Plot_Size_(m2),Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Tree,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name_Originally_Observed,Common_Name_As_Originally_Observed,Scientific_Name_As_Currently_Recognized,Common_Name_As_Currently_Recognized,Percent_Cover,Braun_Blanquet_Rank,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
BA28-436,BAY,4,10/22/2001,Saline,Random,Planted,15,,,15,,105,,,105,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,20,7,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
BA28-80,Dune,4,10/22/2001,Saline,Random,Planted,15,,,15,,120,,,80,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,+,Both,5,2,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-80R,Dune,4,10/22/2001,Saline,Random,Natural,15,,,15,,24,,,24,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
CS17-52,,4,10/15/2008,Saline,Random,Natural,15,,,15,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,,,moderately stressed green sheaths,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"5 cm Ike deposition;surface water = 1.2' deep, 27.4 deg C, 16.7 ppt;   "
CS17-52,,4,10/15/2008,Saline,Random,Natural,15,,,15,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,severely stressed,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"5 cm Ike deposition;surface water = 1.2' deep, 27.4 deg C, 16.7 ppt;   "
CS21-65,CTU2,4,8/4/2015,Saline,Random,Natural,15,,,15,,45.72,,,45.72,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,15,2,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,burnt (crispy) Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-65,CTU2,4,8/4/2015,Saline,Random,Natural,15,,,15,,45.72,,,45.72,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,5,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,burnt (crispy) Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
ME14-119,T6B,4,9/16/2003,Saline,Random,Planted,15,,,15,,,,,146,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous; C. Thibodeaux,"Terrace # 6, length 500 ft., orientation East/West, center transect south slope"
ME14-122,T6C,4,9/16/2003,Saline,Random,Planted,15,,,15,,,,,119,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),M. Mouledous; L. Sharp; C. Thibodeaux,"Terrace # 6, orientation east/west, length 500 ft, East transect south slope"
ME14-146,T121C,4,9/1/2005,Saline,Random,Planted,15,,,15,,91.44,,,91.44,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,north slope;60% dead;photo 18
ME14-196,T163C,4,9/16/2003,Saline,Random,Planted,15,,,15,,,,,140.21,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 163, orientation east/west, length 500 ft, west transect south slope"
ME14-197,T129A,4,9/1/2005,Saline,Random,Planted,15,,,15,,97.54,,,97.54,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux,70% dead alterniflora;photo 34;south slope west
ME14-199,T129A,4,9/1/2005,Saline,Random,Planted,15,,,15,,97.54,,,97.54,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,north slope
ME14-206,T156,4,9/16/2003,Saline,Random,Planted,15,,,15,,,,,115.82,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 156, orientation east/west, LENGTH 300 ft, plot on north slope"
ME14-234R,TE72C,4,10/10/2007,Saline,Random,Natural,15,,,15,,104,,,104,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,<1,+,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,West transect crown
ME14-244,T414B,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,124.97,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 414, orientation east/west, length 500 ft, Center transect north slope"
ME14-250,T439A,4,9/1/2005,Saline,Random,Planted,15,,,15,,27.43,,,27.43,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,14,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
ME14-257,T345A,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,134.11,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,1,1,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; L. Sharp; M. Mouledous,"Terrace # 345, orientation east/west, length 500 ft, East transect north slope.;Adjacent Terrace # 346 collapsed.  Old distrutary channel runs through Terrace # 346."
ME14-259,T345A,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,137.16,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 345, orientation east/west, length 500 ft, East transect south slope"
ME14-260,T345B,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,137.16,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 345, orientation east/west, length 500 ft, Center transect north slope"
ME14-262,T345B,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,100.58,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 345, orientation east/west, length 500 ft, Center transect south slope"
ME14-263,T345C,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,134.11,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 345, orientation east/west, length 500 ft, West transect north slope"
ME14-263,T345C,4,9/1/2005,Saline,Random,Planted,15,,,15,,103.63,,,103.63,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 54
ME14-265,T345C,4,9/17/2003,Saline,Random,Planted,15,,,15,,,,,115.82,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 345, orientation east/west, length 500 ft, West transect south slope"
ME14-266,T336,4,9/1/2005,Saline,Random,Planted,15,,,15,,106.68,,,106.68,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 51
ME14-266,T336,4,9/1/2005,Saline,Random,Planted,15,,,15,,106.68,,,106.68,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,1,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 51
ME14-269R,T359A,4,10/10/2007,Saline,Random,Natural,15,,,15,,152,,,152,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,12,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,East transect north slope;Replaced pole
ME14-269R,T359A,4,10/10/2007,Saline,Random,Natural,15,,,15,,152,,,152,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,<1,+,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,East transect north slope;Replaced pole
ME14-269R,T359A,4,10/10/2007,Saline,Random,Natural,15,,,15,,152,,,152,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,1,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,East transect north slope;Replaced pole
ME14-271R,T359A,4,9/1/2005,Saline,Random,Natural,15,,,15,,76.2,,,76.2,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,4,1,In,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,re-est. plot
ME14-286,T403B,4,9/1/2005,Saline,Random,Planted,15,,,15,,152.4,,,152.4,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,3,1,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
ME14-289,T403C,4,9/1/2005,Saline,Random,Planted,15,,,15,,100.58,,,100.58,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
ME14-289,T403C,4,9/1/2005,Saline,Random,Planted,15,,,15,,100.58,,,100.58,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,3,1,In,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
ME14-290,T377,4,9/1/2005,Saline,Random,Planted,15,,,15,,118.87,,,118.87,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,1 stem left alive,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,terrace eroded on north side;photo 55
TE20-152,Bay,4,8/31/1999,Saline,Random,Planted,15,,,15,,70,,,70,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,14,2,Both,16,15,,LA DEPT OF NAT RES (CRDT),J. Wallace; J. Rapp; J. Young,
TE20-152,Bay,4,8/31/1999,Saline,Random,Planted,15,,,15,,70,,,70,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Wallace; J. Rapp; J. Young,
TE27-03,Dune,4,8/24/1999,Saline,Random,Planted,15,,,15,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,1,In,8,6,,LA DEPT OF NAT RES (CRDT),K. Vincent; J. Stratford,
TE27-10,Dune,4,8/24/1999,Saline,Random,Planted,15,,,15,,80,,,80,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,10,0,,LA DEPT OF NAT RES (CRDT),K. Vincent; J. Stratford,
TE27-23,BAY,4,9/15/2003,Saline,Random,Planted,15,,,15,,113,,,113,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDT),R. Chiasson; T. Hubbell; A. Lasseigne,
TE27-25,Bay,4,9/19/2001,Saline,Random,Planted,15,,,15,,151,,,151,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; K. Gray,
TE27-43,UNPLANTED,4,9/15/2003,Saline,Random,Natural,15,,,15,,97,,,97,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; R. Chiasson; A. Lasseigne,
TE44-52,F,4,10/12/2004,Saline,Random,Planted,15,,,15,,170,,,170,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,15,2,Both,12,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 1
TE44-52,F,4,10/12/2004,Saline,Random,Planted,15,,,15,,170,,,170,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 1
TE44-52,F,4,10/12/2004,Saline,Random,Planted,15,,,15,,170,,,170,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 1
TE52-V17,Dune,4,10/20/2014,Saline,Random,Planted,15,,,15,,81.8,,,80,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
TE52-V17,Dune,4,10/20/2014,Saline,Random,Planted,15,,,15,,81.8,,,80,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
TE52-V22,DUNE,4,9/25/2013,Saline,Random,Planted,15,,,15,,137,,,40,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; G. Curole; L. Rodrigue; T. Hubbell,The TE-52-V22 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  85% Bare Ground.
TE52-V22,DUNE,4,9/25/2013,Saline,Random,Planted,15,,,15,,137,,,40,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; G. Curole; L. Rodrigue; T. Hubbell,The TE-52-V22 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  85% Bare Ground.
TE52-V22,DUNE,4,9/25/2013,Saline,Random,Planted,15,,,15,,137,,,40,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,1,1,Both,,,Planted,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; G. Curole; L. Rodrigue; T. Hubbell,The TE-52-V22 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  85% Bare Ground.
TE52-V23,DUNE,4,9/25/2013,Saline,Random,Planted,15,,,15,,94,,,85,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V23 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  85% Bare Ground.
TE52-V24,Dune,4,10/20/2014,Saline,Random,Planted,15,,,15,,82,,,75,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
TE52-V24,Dune,4,10/20/2014,Saline,Random,Planted,15,,,15,,82,,,75,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
TV09-0309,C,37.12,12/4/1995,Saline,Random,Planted,15,,,15,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,<1,+,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
TV09-0309,C,37.12,12/4/1995,Saline,Random,Planted,15,,,15,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,14.6,2,In,16,15,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
TV09-0406,D,37.12,12/4/1995,Saline,Random,Planted,14.5,,,14.5,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,11.4,2,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0402,D,37.12,6/7/1999,Saline,Random,Planted,14,,,14,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,14,2,In,16,16,,LA DEPT OF NAT RES (CRDL),M. Miller; D. Weifenbach; C. Thibodeaux,
BA28-948,BAY,4,10/22/2001,Saline,Random,Planted,13,1,,13,,125,60,,125,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,12,2,Both,20,18,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
ME14-142,T121A,4,9/16/2003,Saline,Random,Planted,13,,,13,,,,,137.16,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,13,2,In,2,2,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace 121, orientation east/ west, length 300 ft, Plot located on NW slope"
TV09-0119,A,37.12,12/4/1995,Saline,Random,Planted,13,,,13,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,11.3,2,In,16,9,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0404,D,37.12,12/4/1995,Saline,Random,Planted,12.6,,,12.6,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Solitary,r,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0404,D,37.12,12/4/1995,Saline,Random,Planted,12.6,,,12.6,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,12.6,2,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
BA28-980,BAY,4,10/22/2001,Saline,Random,Planted,12,<1,,12,,115,35,,105,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,12,2,Both,20,15,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
ME14-124,T6C,4,9/16/2003,Saline,Random,Planted,12,,,12,,,,,91.44,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,5,1,,1,1,OBL,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous; C. Thibodeaux,"Terrace # 6, orientation east/west, length 500 ft, East transect north slope"
ME14-125,T24,4,9/16/2003,Saline,Random,Planted,12,,,12,,,,,104,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,2,1,In,1,1,OBL,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; L. Sharp; M. Mouledous,"Terrace # 24, length 120 ft, orientation north/south, plot location on the NW slope"
TE52-V30,DUNE,4,9/25/2013,Saline,Random,Planted,11,,,11,,46,,,45,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,1,1,Both,,,Planted,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V30 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  89% Bare Ground.
TV09-0120,A,37.12,12/4/1995,Saline,Random,Planted,10.4,,,10.4,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,5.4,1,In,16,14,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
BA28-1060R,DUNE,4,10/20/2003,Saline,Random,Natural,10,,,10,,15,,,15,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
BA28-1060R,DUNE,4,10/20/2003,Saline,Random,Natural,10,,,10,,15,,,15,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
BA28-1060R,DUNE,4,10/20/2003,Saline,Random,Natural,10,,,10,,15,,,15,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
BA28-1068R,BAY,4,9/18/2002,Saline,Random,Natural,10,,,10,,120,,,120,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; T. Folse,
BA28-200R,Dune,4,10/22/2001,Saline,Random,Natural,10,,,10,,14,,,25,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-200R,Dune,4,10/22/2001,Saline,Random,Natural,10,,,10,,14,,,25,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-220,DUNE,4,4/18/2001,Saline,Random,Planted,10,,,10,,30,,,30,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-220,DUNE,4,4/18/2001,Saline,Random,Planted,10,,,10,,30,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2580R,Dune,4,10/22/2001,Saline,Random,Natural,10,,,10,,25,,,25,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; J. Rapp,
CS17-25,,4,10/2/2007,Saline,Random,Natural,10,,,10,,110,,,110,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDL),L. Sharp; G. Steyer; M. Mouledous,"Re-established, pole gone. Put two 3/4'' PVC 5' long connected at joint.;Surface water= 0.65', 9.4 ppt; Porewater 10cm= 12.9 ppt, Porewater 30cm= 15.1 ppt"
CS17-25,,4,10/2/2007,Saline,Random,Natural,10,,,10,,110,,,110,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDL),L. Sharp; G. Steyer; M. Mouledous,"Re-established, pole gone. Put two 3/4'' PVC 5' long connected at joint.;Surface water= 0.65', 9.4 ppt; Porewater 10cm= 12.9 ppt, Porewater 30cm= 15.1 ppt"
LA39-Y1SLD01,,4,11/5/2012,Saline,Random,Planted,10,,,10,,60.96,,,60.96,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; E. Lear; T. Hubbell; T. Mcginnis,"Water 1.15 above marsh.;Plugs, rows staggered.;Staff gauge 1.0 @10:15.  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size."
LA39-Y1SLD01,,4,11/5/2012,Saline,Random,Planted,10,,,10,,60.96,,,60.96,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,10,10,,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; E. Lear; T. Hubbell; T. Mcginnis,"Water 1.15 above marsh.;Plugs, rows staggered.;Staff gauge 1.0 @10:15.  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size."
LA39-Y1SLD05,,4,11/5/2012,Saline,Random,Planted,10,,,10,,70.1,,,70.1,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,2,Both,10,10,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; T. Hubbell; L. Rodrigue; T. Mcginnis,Planted rows run NW to SE..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
