Year,Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name,Common_Name,Percent_Cover,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
2009,7/16/09,Saline,Transect,Natural,75,,75,,56.08,,,60.96,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is below marsh.
2011,8/4/11,Saline,Transect,Natural,75,10,75,,99.6,,76.2,76.2,,Avicennia germinans (L.) L.,black mangrove,15,Both,,,5% herb 10% shrub,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,Avicennia germinans - - 5% herb and 10% shrub Water Level is below marsh.
2017,9/14/17,Saline,Transect,Natural,75,30,45,,102.29,,112.77,36.57,,Avicennia germinans (L.) L.,black mangrove,75,Both,,,45% herb / 30% shrub,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2010,6/16/10,Saline,Transect,Natural,75,10,75,,36.94,,182.88,60.96,,Avicennia germinans (L.) L.,black mangrove,75,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Dunn; E. Bourg,Water Level is 0.39 ft above marsh.
2010,6/16/10,Saline,Transect,Natural,75,25,60,,33.16,,213.36,91.44,,Avicennia germinans (L.) L.,black mangrove,75,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Dunn; E. Bourg,Water Level is 0.49 ft above marsh.
2007,10/29/07,Saline,Transect,Natural,75,,75,,58.5,,,61,,Avicennia germinans (L.) L.,black mangrove,40,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead Spartina alterniflora stems and unvegetated surface.; Black mangrove green and healthy; Water Level is Below Marsh
2010,6/16/10,Saline,Transect,Natural,75,15,65,,101.74,,167.64,100.58,,Avicennia germinans (L.) L.,black mangrove,15,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Dunn; E. Bourg,Water Level is 0.56 ft above marsh.
2015,8/11/15,Saline,Transect,Natural,75,50,25,,116.43,,108.2,53.34,,Avicennia germinans (L.) L.,black mangrove,70,Both,,,20% Herbaceous; 50% Shrub,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.22 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2014,8/13/14,Saline,Transect,Natural,75,,75,,44.37,,,39.62,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; C. Hymel; J.C. Mattingly,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,7/9/15,Saline,Transect,Natural,75,,75,,57.85,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; T.V. Nguyen; S.M. Higgins, Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2012,7/6/12,Saline,Transect,Natural,75,,75,,74.24,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; A. Hafkesbring; E. Bourg,Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,9/21/06,Saline,Transect,Natural,75,,75,,86.6,,,67.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,M. Sevier; G. Jacob,near south edge of island.
2009,7/25/09,Saline,Transect,Natural,75,,75,,101.8,,,67.05,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; E. Bourg,Forgot to take plot picture Water Level is below marsh.
2014,9/3/14,Saline,Transect,Natural,75,,75,,75.77,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J.S. Smith; A. Hafkesbring,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 15%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,75,,75,,101.43,,,76.2,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,2% wrack in plot Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2015,7/9/15,Saline,Transect,Natural,75,,75,,92.53,,,93.87,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; D.J. Sires; W.P. Brown,Photos taken on a different date Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2011,8/3/11,Saline,Transect,Natural,75,65,25,,123.13,,121.92,48.76,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Water Level is below marsh.
2012,7/6/12,Saline,Transect,Natural,75,70,25,,143.13,,146.3,33.52,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; A. Hafkesbring; E. Bourg,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,8/16/06,Saline,Transect,Natural,75,,75,,79.2,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; D. Mcwhorter; W. Cavalier,
2008,8/20/08,Saline,Transect,Natural,75,,75,,99.54,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Bernard; T. Nguyen,Bare Ground is unvegetated surface.
2010,6/17/10,Saline,Transect,Natural,75,,75,,84.91,,,97.53,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; J. Smith,Picture taken on July 19 2010 Water Level is below marsh.
2012,7/6/12,Saline,Transect,Natural,75,,75,,76.38,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; E. Bourg; A. Hafkesbring,Water Level is 0.4 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,7/8/15,Saline,Transect,Natural,75,,75,,81.38,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; A. Hingle; J.C. Mattingly, Water Level is 0.1 ft above marsh. Open water is 0%. Bare ground is 15%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2006,8/16/06,Saline,Transect,Natural,75,,75,,86,,,61,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,W. Cavalier; D. Mcwhorter; T. Nguyen,
2010,6/17/10,Saline,Transect,Natural,75,,75,,86.01,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; J. Smith,Picture incorrectly identifies the site as CRMS0335. Water Level is below marsh.
2010,6/17/10,Saline,Transect,Natural,75,,75,,64.92,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; J. Smith,Wrack in the plot. Picture incorrectly identifies the site as CRMS0335. Water Level is below marsh.
2015,8/26/15,Saline,Transect,Natural,75,,75,,68.09,,,44.19,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,G.J. Soderstrum; N.M. Dufrene; B. Lussier, Water Level is 0.35 ft above marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2015,8/26/15,Saline,Transect,Natural,75,,75,,67.54,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,G.J. Soderstrum; N.M. Dufrene; B. Lussier, Water Level is 0.31 ft above marsh. Open water is 0%. Bare ground is 15%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2003,10/20/03,Saline,Random,Natural,75,,75,,107,,,107,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),G. Curole; R. Chiasson; T. Hubbell,
2003,10/20/03,Saline,Random,Planted,75,,75,,115,,,115,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; R. Chiasson; G. Curole,
2003,10/20/03,Saline,Random,Planted,75,,75,,72,,,72,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; R. Chiasson; G. Curole,
2003,10/20/03,Saline,Random,Natural,75,,75,,104,,,104,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),G. Curole; R. Chiasson; T. Hubbell,
2003,10/20/03,Saline,Random,Natural,75,<1,75,,115,,69,115,,Avicennia germinans (L.) L.,black mangrove,Solitary,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
2003,9/8/03,Saline,Transect,Planted,75,0,75,0,65,0,0,65,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,middle of thick stand
2003,9/8/03,Saline,Transect,Planted,75,0,75,0,75,0,0,50,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman,
2016,9/22/16,Saline,Transect,Natural,75,75,8,,59.6,,59.6,50,,Avicennia germinans (L.) L.,black mangrove,75,Both,,,,COASTAL ESTUARY SERVICES LLC,E. Lear; T. Hubbell; G. Curole,Dominant ht. = black mangrove Water Level is below marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,10/4/16,Saline,Transect,Natural,70,,70,,90.22,,,85.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,shrub,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves, Water Level is below marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,10/10/06,Saline,Transect,Natural,70,,70,,100,,,100,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,BIOLOGICAL MONITORING SECTION (NO),B. Carter,Water relative to marsh = 0.65 feet
2016,9/2/16,Saline,Transect,Natural,70,,70,,42.3,,,48.76,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,"Site is located on a small, chronically eroding island in Bay Tambour; Plot is on edge of the island; Water in plot is less than 1.5ft deep. Water Level is 1.05 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%."
2013,8/8/13,Saline,Transect,Natural,70,,70,,90.64,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Miller; P. Vining,Water Level is below marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,8/3/12,Saline,Transect,Natural,70,,70,,63.09,,,53.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,Water Level is below marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2007,10/26/07,Saline,Transect,Natural,70,,70,,74.4,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; A. Dufrene,Bare Ground = unvegetated surface and some dead plants.; Water Level is Below Marsh
2009,7/16/09,Saline,Transect,Natural,70,25,50,,74.06,,121.92,76.2,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene; J. Viola,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2009,7/28/09,Saline,Transect,Natural,70,,70,,98.75,,,97.53,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Gallagher; D. Plaisance,Water Level is below marsh. Unvegetated Surface is bare ground.
2017,9/14/17,Saline,Transect,Natural,70,25,50,,117.65,,118.87,60.96,,Avicennia germinans (L.) L.,black mangrove,60,Both,,,25% Shrub; 35% herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw, Water Level is 0.1 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2009,7/16/09,Saline,Transect,Natural,70,,70,,98.14,,,76.2,,Avicennia germinans (L.) L.,black mangrove,30,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2015,8/11/15,Saline,Transect,Natural,70,60,20,,164.59,,137.16,48.76,,Avicennia germinans (L.) L.,black mangrove,70,Both,,,10% Herbaceous; 60% shrub,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.25 ft above marsh. Open water is 0%. Bare ground is 28%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,70,70,2,,131.42,,112.77,64,,Avicennia germinans (L.) L.,black mangrove,70,Both,,,shrub,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Plot has edge of interior pond running through it. Water Level is 0.9 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 30%.
2008,8/14/08,Saline,Transect,Natural,70,,70,,81.8,,,91.44,,Avicennia germinans (L.) L.,black mangrove,35,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; E. Bourg,Water Level is Below Marsh. Bare Ground is unvegetated surface.
2014,8/13/14,Saline,Transect,Natural,70,,70,,59.86,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; C. Hymel; J.C. Mattingly,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,70,,70,,70.65,,,53.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla, Water Level is 0.01 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2007,8/8/07,Saline,Transect,Natural,70,,70,,57.9,,,64,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; E. Bourg,Water Level is Below Marsh
2011,8/3/11,Saline,Transect,Natural,70,,70,,97.84,,,85.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Bernard; T. Nguyen,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2017,8/21/17,Saline,Transect,Natural,70,,70,,94.42,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; A. Dufrene; W.P. Brown, Water Level is 0.5 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2011,8/3/11,Saline,Transect,Natural,70,,70,,88.87,,,88.39,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Bernard; T. Nguyen,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2013,8/29/13,Saline,Transect,Natural,70,,70,,78.51,,,82.29,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; D. Sires,Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2006,8/16/06,Saline,Transect,Natural,70,65,10,,114,,100.6,36.6,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; D. Mcwhorter; W. Cavalier,
2010,6/17/10,Saline,Transect,Natural,70,15,60,,90.58,,143.25,85.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; T. Nguyen,Wrack in the plot. Picture incorrectly identifies the site as CRMS0335. Water Level is 0 ft above marsh. Unvegetated Surface is bare ground.
2011,8/3/11,Saline,Transect,Natural,70,50,30,,118.87,,124.96,64,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Water Level is below marsh. Unvegetated Surface is bare ground.
2009,7/20/09,Saline,Transect,Natural,70,,70,,63.94,,,86.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; E. Bourg; J. Dunn,30% bare ground Water Level is below marsh. Unvegetated Surface is bare ground.
2014,9/3/14,Saline,Transect,Natural,70,,70,,79.55,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J.S. Smith; A. Hafkesbring,Water Level is below marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2009,7/20/09,Saline,Transect,Natural,70,,70,,71.14,,,56.38,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; E. Bourg; J. Dunn,30% bare ground Water Level is below marsh. Unvegetated Surface is bare ground.
2011,8/3/11,Saline,Transect,Natural,70,,70,,74.31,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2013,8/29/13,Saline,Transect,Natural,70,,70,,80.77,,,79.24,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. Sires; C. Hymel,Water Level is below marsh. Open water is 10%. Bare ground is 20%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,70,,70,,75.52,,,71.62,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Small stream of water running through plot Water Level is 0.2 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,70,,70,,73.39,,,65.53,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Edge of plot on small inland pond; 0.6 ft deep Water Level is 0 ft above marsh. Open water is 20%. Bare ground is 10%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,70,,70,,60.83,,,53.34,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Plot on edge of mud flat; 0.25 ft water depth for mud flat Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2002,9/18/02,Saline,Random,Planted,70,,70,,103,,,103,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; T. Folse; G. Curole,Spartina alterniflora indeterminate.
2003,10/20/03,Saline,Random,Natural,70,5,65,,75,,104,75,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; R. Chiasson,
2003,10/20/03,Saline,Random,Planted,70,<1,70,,126,,93,126,,Avicennia germinans (L.) L.,black mangrove,Solitary,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
2004,12/11/04,Saline,Transect,Planted,70,,70,,80,,,80,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,healthy plot; several man-of-war in plot
2003,9/8/03,Saline,Transect,Planted,70,0,70,0,75,0,0,75,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,
2004,9/9/04,Saline,Transect,Planted,70,,70,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),B. Carter; M. Hymel; J. Troutman,healthy plot
2004,9/9/04,Saline,Transect,Planted,70,,70,,50,,,50,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,some dead S. alterniflora in plot
2004,9/9/04,Saline,Transect,Planted,70,,70,,50,,,50,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman; B. Carter,
2004,9/9/04,Saline,Transect,Planted,70,,70,,90,,,90,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,some scour in plot
2016,9/12/16,Saline,Transect,Natural,70,50,60,,34,,130,30,,Avicennia germinans (L.) L.,black mangrove,50,Both,,,,COASTAL ESTUARY SERVICES LLC,L. Rodrigue; E. Lear; T. Hubbell; G. Curole,Reestablished Water Level is below marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,6/6/06,Saline,Transect,Natural,70,,70,,35,,,35,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,LA DEPT OF NAT RES (CRDT),D. Lee; S. Khalil; B. Martin; B. Landry,Damp sand; not flooded (-1.5 ft)
2006,6/6/06,Saline,Transect,Natural,70,,70,,15,,,15,,Avicennia germinans (L.) L.,black mangrove,3,Both,,,,LA DEPT OF NAT RES (CRDT),D. Lee; S. Khalil; B. Martin; B. Landry,Damp sand; not flooded (-1.0 ft); near shallow pond
2001,10/22/01,Saline,Random,Natural,67,,67,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2008,10/10/08,Saline,Transect,Natural,65,,65,3,132.28,,,91.44,6.09,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,Y. Rolufs; A. Kerisit; B. Early,"Site number depicted in photo as 0148 is incorrect. 0119 is correct site number. Lythrum lineare 1% in and out, dead. Schoenoplectus robustus out, dead. Water Level is 0.1 ft Above Marsh."
2007,8/30/07,Saline,Transect,Natural,65,20,50,,85,,115,90,,Avicennia germinans (L.) L.,black mangrove,20,Both,,,,COASTAL ESTUARY SERVICES LLC,F. Stcyr; C. Cheramie,Bare Ground = dead plants and unvegetated surface; Water 0.2ft above marsh
2017,8/1/17,Saline,Transect,Natural,65,5,65,,107.28,,85.34,76.2,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,shrub,COASTAL ESTUARY SERVICES LLC,A. Plaisance; G. Parkes; D. Plaisance,1.3 ft deep in open water; Water Level is 0.32 ft above marsh. Open water is 30%. Bare ground is 5%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,8/3/12,Saline,Transect,Natural,65,,65,,55.22,,,51.81,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,Water Level is 0.07 ft above marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 15%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,65,,65,,90.58,,,73.15,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw, Water Level is 1.09 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,65,,65,,88.33,,,74.67,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,"Plot is near the middle of a flooded, small, and chronically eroding island in Bay Tambour - approx.  Water Level is 1.05 ft above marsh. Open water is 0%. Bare ground is 15%. Dead vegetation is 20%. Flooded-Undetermined is 0%."
2015,8/11/15,Saline,Transect,Natural,65,,65,,71.14,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,5% wrack Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,9/19/06,Saline,Transect,Natural,65,,65,,71.9,,,54.9,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,G. Jacob; M. Sevier,
2009,7/16/09,Saline,Transect,Natural,65,,65,,79.24,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene; J. Viola,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2013,8/8/13,Saline,Transect,Natural,65,45,20,,169.92,,152.4,115.82,,Avicennia germinans (L.) L.,black mangrove,65,Both,,,45 PERCENT SHRUB,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; D. Wheat,No PW; sipper malfunction Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,9/18/06,Saline,Transect,Natural,65,65,,,120.7,,100.6,,,Avicennia germinans (L.) L.,black mangrove,65,Both,,,,COASTAL ESTUARY SERVICES LLC,M. Sevier; G. Jacob,mangrove stand near trenasse.
2014,8/7/14,Saline,Transect,Natural,65,30,45,,148.8,,152.4,67.05,,Avicennia germinans (L.) L.,black mangrove,55,Both,,,25% Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; C. Hymel,Water Level is 0.05 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2006,8/14/06,Saline,Transect,Natural,65,,65,,59.1,,,45.7,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,M. Sevier; T. Hubbell; G. Jacob,Overwash; oyster shells; coffee  grounds; wrack line at edge of open water in Gulf.
